[ 2025-12-29 23:14:04,526 ] 16 root - INFO - Initiated Data Ingestion.
[ 2025-12-29 23:14:23,446 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-12-29 23:14:23,446 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-29 23:14:23,446 ] 75 root - INFO - Exporting train and test file path.
[ 2025-12-29 23:14:23,563 ] 84 root - INFO - Exported train and test file path.
[ 2025-12-29 23:14:23,568 ] 18 root - INFO - Data initiation completed
[ 2025-12-29 23:14:23,571 ] 22 root - INFO - Initiated data validation
[ 2025-12-29 23:14:23,675 ] 32 root - INFO - Required number of columns:2
[ 2025-12-29 23:14:23,675 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-29 23:14:23,675 ] 32 root - INFO - Required number of columns:2
[ 2025-12-29 23:14:23,675 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-29 23:14:23,961 ] 24 root - INFO - Data Validation completed
[ 2025-12-29 23:14:23,961 ] 60 root - INFO - entered initiate_data_transformation method in dataTransformation class
[ 2025-12-29 23:14:23,961 ] 62 root - INFO - Starting data_transformation
[ 2025-12-29 23:14:24,021 ] 46 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-12-29 23:14:24,021 ] 51 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-29 23:14:24,039 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-29 23:14:24,039 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-29 23:14:24,039 ] 29 root - INFO - Data Transformation completed
[ 2025-12-29 23:14:24,039 ] 31 root - INFO - Model Training sstared
[ 2025-12-29 23:20:00,028 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-29 23:20:00,030 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-29 23:20:00,030 ] 114 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\12_29_2025_23_14_00\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911970049580087, precision_score=0.9897948873395979, recall_score=0.9926031006180971), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9848917925683952, precision_score=0.9832857725234407, recall_score=0.9865030674846625))
[ 2025-12-29 23:20:00,030 ] 36 root - INFO - Model Training artifact created
