[ 2025-12-29 20:57:17,902 ] 16 root - INFO - Initiated Data Ingestion.
[ 2025-12-29 20:57:25,954 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-12-29 20:57:25,954 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-29 20:57:25,954 ] 75 root - INFO - Exporting train and test file path.
[ 2025-12-29 20:57:26,049 ] 84 root - INFO - Exported train and test file path.
[ 2025-12-29 20:57:26,065 ] 18 root - INFO - Data initiation completed
[ 2025-12-29 20:57:26,074 ] 22 root - INFO - Initiated data validation
[ 2025-12-29 20:57:26,167 ] 32 root - INFO - Required number of columns:2
[ 2025-12-29 20:57:26,201 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-29 20:57:26,201 ] 32 root - INFO - Required number of columns:2
[ 2025-12-29 20:57:26,201 ] 33 root - INFO - Data frame has columns:31
[ 2025-12-29 20:57:26,454 ] 24 root - INFO - Data Validation completed
[ 2025-12-29 20:57:26,454 ] 60 root - INFO - entered initiate_data_transformation method in dataTransformation class
[ 2025-12-29 20:57:26,454 ] 62 root - INFO - Starting data_transformation
[ 2025-12-29 20:57:26,501 ] 46 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-12-29 20:57:26,506 ] 51 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-29 20:57:26,529 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-29 20:57:26,529 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-29 20:57:26,529 ] 29 root - INFO - Data Transformation completed
[ 2025-12-29 20:57:26,538 ] 31 root - INFO - Model Training sstared
